Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Touches, Tkl, Int, Blocks,Expected xG,Expected npxG,Expected xAG,SCA,GCA,Passes Cmp,Passes Att,Passes Cmp%,Passes PrgP,Carries Carries,Carries PrgC,Take-Ons Att,Take-Ons Succ,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,xA,KP, 1/3,PPA,CrsPA,PrgP,Match URL
11/5/23,La Liga,Rayo Vallecano,Rodrygo,11,br BRA,RW,22-300,21,0,0,0,0,2,1,0,0,16,0,0,1,0.4,0.4,0,2,0,8,10,80,1,11,2,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,8,10,80,124,45,5,6,83.3,3,3,100,0,0,,0,0,0.1,1,1,1,1,1,https://fbref.com/en/matches/ff452d69/Real-Madrid-Rayo-Vallecano-November-5-2023-La-Liga
11/5/23,La Liga,Rayo Vallecano,Federico Valverde,15,uy URU,"RM,DM",25-106,90,0,0,0,0,3,2,0,0,69,1,2,1,0.6,0.6,0,5,0,53,62,85.5,7,44,7,4,4,1,1,1,0,0,1,3,33.3,2,1,0,1,2,3,0,0,53,62,85.5,781,241,35,36,97.2,15,19,78.9,3,4,75,0,0,0.1,1,6,2,1,7,https://fbref.com/en/matches/ff452d69/Real-Madrid-Rayo-Vallecano-November-5-2023-La-Liga
11/5/23,La Liga,Rayo Vallecano,Fran Garcia,20,es ESP,LB,24-083,71,0,0,0,0,1,0,0,0,71,1,2,0,0,0,0,3,0,56,65,86.2,7,35,3,1,1,1,1,0,1,0,1,1,100,0,0,0,0,2,3,0,0,56,65,86.2,819,220,34,35,97.1,21,25,84,1,3,33.3,0,0,0,1,8,0,0,7,https://fbref.com/en/matches/ff452d69/Real-Madrid-Rayo-Vallecano-November-5-2023-La-Liga
11/5/23,La Liga,Rayo Vallecano,Toni Kroos,8,de GER,DM,33-305,19,0,0,0,0,0,0,0,0,35,3,1,0,0,0,0.2,2,0,26,31,83.9,7,26,1,0,0,3,2,0,1,2,1,1,100,0,0,0,0,1,4,0,0,26,31,83.9,601,294,9,9,100,10,11,90.9,6,10,60,0,0.2,0.3,2,6,1,1,7,https://fbref.com/en/matches/ff452d69/Real-Madrid-Rayo-Vallecano-November-5-2023-La-Liga
11/5/23,La Liga,Rayo Vallecano,David Alaba,4,at AUT,CB,31-134,90,0,0,0,0,3,1,0,0,82,0,0,0,0.1,0.1,0.2,3,0,71,78,91,6,57,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,71,78,91,1041,391,39,39,100,25,27,92.6,1,5,20,0,0.2,0.3,2,5,1,0,6,https://fbref.com/en/matches/ff452d69/Real-Madrid-Rayo-Vallecano-November-5-2023-La-Liga
11/5/23,La Liga,Rayo Vallecano,Antonio Rüdiger,22,de GER,CB,30-247,90,0,0,0,0,1,0,1,0,45,3,0,0,0,0,0.1,1,0,29,38,76.3,3,30,1,0,0,3,1,1,1,1,1,1,100,0,0,0,0,0,3,4,0,29,38,76.3,523,212,15,18,83.3,12,14,85.7,2,4,50,0,0.1,0,1,2,0,0,3,https://fbref.com/en/matches/ff452d69/Real-Madrid-Rayo-Vallecano-November-5-2023-La-Liga
11/5/23,La Liga,Rayo Vallecano,Dani Carvajal,2,es ESP,RB,31-298,90,0,0,0,0,0,0,0,0,59,1,3,4,0,0,0.6,3,0,40,49,81.6,6,27,4,2,1,1,0,0,1,0,0,0,,0,4,1,3,3,4,0,0,40,49,81.6,669,170,21,25,84,16,17,94.1,3,5,60,0,0.6,0.7,3,0,2,0,6,https://fbref.com/en/matches/ff452d69/Real-Madrid-Rayo-Vallecano-November-5-2023-La-Liga
11/5/23,La Liga,Rayo Vallecano,Kepa Arrizabalaga,25,es ESP,GK,29-033,90,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,21,22,95.5,0,13,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,22,95.5,415,240,4,4,100,16,16,100,1,2,50,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/ff452d69/Real-Madrid-Rayo-Vallecano-November-5-2023-La-Liga
11/8/23,Champions League,Braga,Vinicius Júnior,7,br BRA,FW,23-119,90,1,1,0,0,2,1,0,0,50,1,0,0,0.3,0.3,1.7,7,1,26,35,74.3,5,41,9,5,1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,26,35,74.3,401,63,18,21,85.7,5,8,62.5,2,3,66.7,1,1.7,0.9,7,1,3,0,5,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Rodrygo,11,br BRA,FW,22-303,76,1,1,0,0,5,3,0,0,38,0,1,2,1.1,1.1,0.7,4,2,24,27,88.9,3,27,3,2,2,0,0,0,0,0,0,1,0,1,2,0,2,1,1,0,0,24,27,88.9,320,87,18,20,90,4,5,80,1,1,100,1,0.7,0.3,1,4,1,0,3,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Joselu,14,es ESP,FW,33-226,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,100,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,100,13,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Brahim Díaz,21,ma MAR,AM,24-097,73,1,0,0,0,3,2,0,0,57,1,0,0,1.1,1.1,0.2,5,0,34,41,82.9,7,44,3,7,3,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,34,41,82.9,413,79,27,31,87.1,7,10,70,0,0,,0,0.2,0.2,2,3,5,0,7,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Luka Modrić,10,hr CRO,AM,38-060,17,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,12,14,85.7,4,12,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,14,85.7,191,57,8,9,88.9,3,3,100,1,2,50,0,0,0,0,2,0,0,4,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Toni Kroos,8,de GER,LM,33-308,90,0,0,0,0,0,0,0,0,94,2,0,0,0,0,0.3,5,0,85,92,92.4,11,75,0,0,0,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,0,0,85,92,92.4,1470,659,45,47,95.7,29,30,96.7,9,13,69.2,0,0.3,0.4,4,13,2,0,11,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Eduardo Camavinga,12,fr FRA,CM,20-363,90,0,0,0,0,1,0,0,0,66,4,2,1,0,0,0,0,0,37,46,80.4,5,49,2,5,4,4,1,1,1,2,0,4,0,4,1,1,0,2,6,3,0,37,46,80.4,689,276,16,17,94.1,14,18,77.8,6,7,85.7,0,0,0,0,5,0,0,5,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Federico Valverde,15,uy URU,RM,25-109,76,0,0,0,0,5,0,0,0,60,3,2,2,0.7,0.7,0,4,1,40,42,95.2,9,47,6,2,2,3,1,1,2,0,2,3,66.7,1,2,1,1,2,5,1,0,40,42,95.2,598,205,25,25,100,12,12,100,2,2,100,0,0,0.1,0,5,2,0,9,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Nicolás Paz,32,ar ARG,RM,19-061,14,0,0,0,0,0,0,0,0,13,1,0,1,0,0,0,0,0,8,10,80,0,11,0,5,4,1,1,1,0,0,1,1,100,0,1,0,1,0,1,0,0,8,10,80,82,7,7,7,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Ferland Mendy,23,fr FRA,LB,28-153,83,0,0,0,0,0,0,0,0,63,0,0,1,0,0,0,4,1,55,59,93.2,7,47,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,55,59,93.2,797,288,30,31,96.8,19,20,95,4,5,80,0,0,0,0,7,2,0,7,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Fran Garcia,20,es ESP,LB,24-086,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,7,85.7,0,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,7,85.7,81,12,4,4,100,2,3,66.7,0,0,,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Nacho,6,es ESP,CB,33-294,90,0,0,0,0,1,1,0,0,60,2,1,0,0.1,0.1,0,0,0,50,53,94.3,4,46,0,0,0,2,2,0,2,0,1,2,50,1,0,0,0,1,3,2,0,50,53,94.3,845,284,21,21,100,25,27,92.6,2,3,66.7,0,0,0,0,3,0,0,4,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Antonio Rüdiger,22,de GER,CB,30-250,90,0,0,0,0,1,0,0,0,59,2,1,0,0,0,0,1,0,51,54,94.4,1,46,0,1,0,2,2,2,0,0,1,2,50,1,0,0,0,1,3,1,0,51,54,94.4,1082,541,16,17,94.1,28,28,100,7,9,77.8,0,0,0,1,5,0,0,1,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Lucas Vázquez,17,es ESP,RB,32-130,73,0,1,0,0,0,0,1,0,42,0,0,0,0,0,0.2,2,1,30,37,81.1,2,29,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,30,37,81.1,395,47,21,22,95.5,9,11,81.8,0,1,0,1,0.2,0.1,2,0,1,0,2,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Dani Carvajal,2,es ESP,RB,31-301,17,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0,0,15,16,93.8,1,13,2,1,0,1,0,1,0,0,0,0,,0,0,0,0,1,2,0,0,15,16,93.8,246,91,7,8,87.5,7,7,100,1,1,100,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/8/23,Champions League,Braga,Andriy Lunin,13,ua UKR,GK,24-270,90,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,22,24,91.7,0,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22,24,91.7,551,396,3,3,100,13,13,100,6,8,75,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/e3d54c66/Real-Madrid-Braga-November-8-2023-Champions-League
11/11/23,La Liga,Valencia,Vinicius Júnior,7,br BRA,FW,23-122,81,2,0,0,0,5,3,0,0,47,1,0,1,0.7,0.7,0.1,6,0,21,28,75,3,35,5,13,7,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,21,28,75,306,80,15,18,83.3,2,2,100,2,5,40,0,0.1,0.1,1,2,2,0,3,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Joselu,14,es ESP,FW,33-229,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,1,100,20,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Rodrygo,11,br BRA,FW,22-306,90,2,2,0,0,5,2,0,0,42,0,1,0,0.9,0.9,0.4,7,4,22,27,81.5,3,29,6,11,4,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,22,27,81.5,243,84,16,18,88.9,3,5,60,0,0,,2,0.4,0.2,4,1,1,1,3,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Brahim Díaz,21,ma MAR,LM,24-100,70,0,0,0,0,0,0,0,0,43,2,0,1,0,0,0,1,1,23,31,74.2,3,30,4,4,2,2,1,0,2,0,2,2,100,0,1,0,1,0,2,0,0,23,31,74.2,268,49,17,18,94.4,4,7,57.1,0,1,0,0,0,0,0,2,0,0,3,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Lucas Vázquez,17,es ESP,"RB,RM",32-133,20,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,1,0,13,13,100,3,12,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,13,13,100,198,73,8,8,100,4,4,100,1,1,100,0,0,0,1,1,0,0,3,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Toni Kroos,8,de GER,CM,33-311,90,0,1,0,0,1,0,0,0,94,5,2,0,0.1,0.1,0,4,1,76,83,91.6,7,62,1,0,0,5,2,2,1,2,5,5,100,0,0,0,0,2,7,0,0,76,83,91.6,1247,517,41,42,97.6,27,29,93.1,7,10,70,1,0,0.1,2,6,0,0,7,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Eduardo Camavinga,12,fr FRA,CM,21-001,90,0,0,0,0,1,0,1,0,69,1,3,2,0,0,0,2,0,50,57,87.7,2,43,3,4,2,1,1,1,0,0,0,0,,0,2,1,1,3,4,1,0,50,57,87.7,847,218,27,29,93.1,18,22,81.8,4,5,80,0,0,0,0,5,0,0,2,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Federico Valverde,15,uy URU,RM,25-112,59,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,2,0,35,40,87.5,2,27,1,0,0,1,0,1,0,0,1,1,100,0,0,0,0,0,1,2,0,35,40,87.5,623,158,18,18,100,12,12,100,3,4,75,0,0,0,1,3,1,0,2,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Luka Modrić,10,hr CRO,"LM,RM",38-063,31,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,23,29,79.3,1,21,2,1,1,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,23,29,79.3,280,56,13,14,92.9,6,8,75,1,2,50,0,0,0,0,3,0,0,1,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Ferland Mendy,23,fr FRA,LB,28-156,70,0,0,0,0,0,0,0,0,57,1,1,0,0,0,0.3,2,0,49,52,94.2,4,32,0,2,1,1,1,0,0,1,0,1,0,1,0,0,0,1,2,2,0,49,52,94.2,763,277,28,29,96.6,16,18,88.9,3,3,100,0,0.3,0,1,5,1,0,4,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Fran Garcia,20,es ESP,LB,24-089,20,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0.3,1,1,11,15,73.3,1,13,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,15,73.3,118,28,9,9,100,1,5,20,0,0,,1,0.3,0,1,0,1,0,1,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,David Alaba,4,at AUT,CB,31-140,90,0,0,0,0,2,0,0,0,77,3,2,0,0.1,0.1,0,0,0,59,68,86.8,2,55,0,0,0,3,3,2,0,1,1,1,100,0,0,0,0,2,5,2,0,59,68,86.8,845,325,37,39,94.9,19,23,82.6,2,5,40,0,0,0,0,2,0,0,2,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Nacho,6,es ESP,CB,33-297,90,0,0,0,0,0,0,0,0,70,1,0,2,0,0,0,0,0,59,61,96.7,2,42,2,0,0,1,1,1,0,0,0,0,,0,2,1,1,0,1,4,0,59,61,96.7,1114,367,19,19,100,30,30,100,7,8,87.5,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Dani Carvajal,2,es ESP,RB,31-304,81,1,0,0,0,2,2,0,0,58,1,1,1,0,0,0,2,1,50,51,98,6,27,0,1,0,1,0,1,0,0,1,1,100,0,1,0,1,1,2,1,0,50,51,98,807,211,26,26,100,20,20,100,3,4,75,0,0,0,0,4,1,0,6,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Nicolás Paz,32,ar ARG,RM,19-064,9,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,3,3,100,0,3,0,1,0,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,3,3,100,23,0,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/11/23,La Liga,Valencia,Andriy Lunin,13,ua UKR,GK,24-273,90,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,27,30,90,0,22,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27,30,90,700,406,2,2,100,14,14,100,9,12,75,0,0,0,0,1,0,0,0,https://fbref.com/en/matches/1cb4d5cc/Real-Madrid-Valencia-November-11-2023-La-Liga
11/26/23,La Liga,Cadiz,Rodrygo,11,br BRA,FW,22-321,77,2,1,0,0,3,3,0,0,58,0,0,0,0.5,0.5,0.1,7,3,43,46,93.5,4,48,8,10,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,43,46,93.5,445,117,35,35,100,5,7,71.4,0,0,,1,0.1,0.1,3,1,3,0,4,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Gonzalo García,33,es ESP,"FW,AM",19-247,13,0,0,0,0,1,1,0,0,10,0,0,1,0,0,0,0,0,4,6,66.7,0,8,1,1,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,4,6,66.7,35,7,4,6,66.7,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Joselu,14,es ESP,FW,33-244,90,0,0,0,0,1,0,0,0,26,2,0,2,0.2,0.2,0,1,1,18,18,100,0,17,1,1,0,2,2,0,2,0,0,0,,0,2,0,2,0,2,0,0,18,18,100,189,11,17,17,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Jude Bellingham,5,eng ENG,AM,20-150,77,1,0,0,0,3,1,0,0,75,3,0,0,0.5,0.5,0,3,1,60,64,93.8,8,58,7,5,3,3,3,0,1,2,1,2,50,1,0,0,0,0,3,0,0,60,64,93.8,739,158,40,41,97.6,15,15,100,0,1,0,0,0,0.1,1,6,1,0,8,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Lucas Vázquez,17,es ESP,"AM,RB",32-148,13,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.2,1,0,6,8,75,1,7,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,8,75,73,23,5,5,100,1,2,50,0,1,0,0,0.2,0.1,1,1,1,0,1,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Luka Modrić,10,hr CRO,AM,38-078,69,0,1,0,0,1,0,0,0,80,3,0,0,0.1,0.1,0.7,5,1,59,70,84.3,4,63,2,3,2,3,2,2,1,0,1,1,100,0,0,0,0,0,3,0,0,59,70,84.3,820,211,41,46,89.1,14,15,93.3,3,5,60,1,0.7,0.2,3,6,1,1,4,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Dani Ceballos,19,es ESP,"AM,DM",27-111,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,18,19,94.7,1,16,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,18,19,94.7,221,42,15,15,100,2,3,66.7,1,1,100,0,0,0,0,2,0,0,1,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Toni Kroos,8,de GER,DM,33-326,90,0,0,0,0,4,0,0,0,134,1,1,1,0.3,0.3,0,2,0,114,128,89.1,12,106,2,0,0,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0,114,128,89.1,1923,745,59,62,95.2,40,49,81.6,13,15,86.7,0,0,0.1,1,18,0,0,12,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Federico Valverde,15,uy URU,DM,25-127,87,0,0,0,0,0,0,1,0,91,1,2,1,0,0,0,1,0,77,81,95.1,3,73,2,3,1,1,1,0,1,0,1,1,100,0,1,0,1,2,3,1,0,77,81,95.1,1219,259,44,44,100,23,25,92,9,10,90,0,0,0,0,10,0,0,3,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Nicolás Paz,32,ar ARG,FW,19-079,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,8,87.5,3,8,2,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7,8,87.5,94,34,3,4,75,2,2,100,1,1,100,0,0,0,0,1,1,0,3,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Ferland Mendy,23,fr FRA,LB,28-171,90,0,0,0,0,0,0,1,0,67,0,0,1,0,0,0,4,0,60,61,98.4,4,55,1,2,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,60,61,98.4,815,239,43,43,100,14,15,93.3,3,3,100,0,0,0,1,2,1,0,4,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Nacho,6,es ESP,CB,33-312,90,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,40,43,93,1,35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,40,43,93,591,196,24,25,96,15,17,88.2,1,1,100,0,0,0,0,1,0,0,1,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Antonio Rüdiger,22,de GER,CB,30-268,90,0,0,0,0,1,0,1,0,60,3,1,2,0,0,0,0,0,42,47,89.4,2,43,1,0,0,3,1,3,0,0,3,3,100,0,2,2,0,1,4,5,0,42,47,89.4,799,343,19,19,100,17,18,94.4,6,9,66.7,0,0,0,0,3,1,0,2,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Dani Carvajal,2,es ESP,RB,31-319,87,0,0,0,0,0,0,0,0,62,1,3,0,0,0,0,0,0,44,52,84.6,2,34,2,2,0,1,1,0,1,0,0,1,0,1,0,0,0,3,4,2,0,44,52,84.6,702,200,21,23,91.3,21,23,91.3,2,4,50,0,0,0,0,1,0,0,2,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Fran Garcia,20,es ESP,AM,24-104,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,3,3,100,0,3,0,0,0,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,3,3,100,25,4,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/26/23,La Liga,Cadiz,Andriy Lunin,13,ua UKR,GK,24-288,90,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,27,33,81.8,0,30,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,27,33,81.8,506,302,8,8,100,18,18,100,1,6,16.7,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/5d52e4e2/Cadiz-Real-Madrid-November-26-2023-La-Liga
11/29/23,Champions League,Napoli,Rodrygo,11,br BRA,FW,22-324,86,1,0,0,0,3,2,0,0,40,0,0,0,0.3,0.3,0.1,2,0,30,31,96.8,4,29,4,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30,31,96.8,329,86,20,20,100,7,7,100,1,1,100,0,0.1,0.1,1,2,2,0,4,https://fbref.com/en/matches/94809dc5/Real-Madrid-Napoli-November-29-2023-Champions-League
11/29/23,Champions League,Napoli,Lucas Vázquez,17,es ESP,AM,32-151,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,3,66.7,0,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,2,3,66.7,19,5,2,2,100,0,0,,0,1,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/94809dc5/Real-Madrid-Napoli-November-29-2023-Champions-League
11/29/23,Champions League,Napoli,Brahim Díaz,21,ma MAR,"FW,AM",24-118,64,0,1,0,0,2,0,0,0,38,1,0,0,0.2,0.2,0.1,2,2,19,27,70.4,2,30,4,3,2,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,19,27,70.4,256,74,11,12,91.7,5,9,55.6,1,3,33.3,1,0.1,0.1,1,1,2,1,2,https://fbref.com/en/matches/94809dc5/Real-Madrid-Napoli-November-29-2023-Champions-League
11/29/23,Champions League,Napoli,Nicolás Paz,32,ar ARG,AM,19-082,26,1,0,0,0,1,1,0,0,19,1,0,3,0,0,0,0,0,9,11,81.8,1,14,1,1,0,1,1,0,1,0,0,1,0,1,3,0,3,0,1,1,0,9,11,81.8,126,17,6,7,85.7,3,3,100,0,1,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/94809dc5/Real-Madrid-Napoli-November-29-2023-Champions-League
